,emotion_id,emotion,emotion_en,talkbacks
4546,6,"סלידה, אי אמון",disgust,"140 מיליארד דולריש לממשלה כסף של הציבור 140 מיליארד דולר אז למה לעלות מיסים.
נתניהו ובאישור בג״ץ נתנו 10 מיליארד דולר לסטנלי פישר איפא הכסף
הגנבים בע״מ
"
4548,6,"סלידה, אי אמון",disgust,ב בב ביבי מאומן! אלף הרוגים מליון מובטלים בואו להפיל דיקטטורב בב ביבי מאומן! אלף הרוגים מליון מובטלים בואו להפיל דיקטטור
4550,3,"חשש, פחד",fear,ביבי החריב את כלכלת ישראל בזבז מילארדים לפני ההתמודדות השאיר הקופה ריקה. ואין כסף להתמודד עם משבר. קריסת עמצאים ומליון ורבע מובטלים. זו מורשת נתניהו. ראש הממשלה הכושל מאז ומעולם . אסון ממש. 
4553,6,"סלידה, אי אמון",disgust,אדפ שמסכים למינוי בלי ידע הסמכויות=פרויקטור לגכמנות הפוליטיקצעצוע של סיפור מילחמה ראשונה נגד גרוטו או אדלשטיין או סרוב לפקודת ביבי והוא יבעט להיסטוריה
4555,6,"סלידה, אי אמון",disgust, תמשיכו לגרור אותנו לבחירות . למה הוא ממשיך לקחת משכורת ? איפו הכסף של ביטוח לאומי ? וועדת חקירה על התנהלותו ? 
4557,6,"סלידה, אי אמון",disgust,"המושחת איבד את כול הבלמים! אין אף מענטש בליכוד? כולם שטיחים.גדעון סער, דיכטר, ארדן, איפה אתם? עדיין רועדות לכם הביצים? האיש מחריב כאן הכול, איך אתם נותנים לזה לקרות?"
4559,6,"סלידה, אי אמון",disgust,הנאשם לא ימנה אותו הנאשם בפלילים לא ימנה מישהו שיצליח ויראה אותו במלוא מערומיו. תישרף המדינה לפני שהוא ייתן למישהו להצליח. 
4561,6,"סלידה, אי אמון",disgust,האמתלא מענינת אותם קורונה או כלכלה. הם רוצים להפיל ראש ממשלה נבחר. מי ינהל את המשבר? גנץ? לפיד? איימן עודה שלכם?
4562,6,"סלידה, אי אמון",disgust,ראש ממשלה שמואשם בפלילים אינו יכול לתפקד כראש ממשלה בעת משבר קיצון וזאת ההוכחה שיותר חשוב לו המשפט שלו מאשר ניהול המדינה תחת משבר
4564,6,"סלידה, אי אמון",disgust," הבטיח . ולא לשכוח את הדובים כמו אגביל כהונת ראש ממשלה לשתי קדנציות ורוה""מ ששקוע עד צוואר בחקירות לא יכול להמשיך ולכהן."
4565,6,"סלידה, אי אמון",disgust,"תוצאה חוסר אמון המוצדק במקבלי ההחלטות נאשם בשוחד מרמה והפרת אמונים, מפר הסכמים סידרתי ושקרן בלתי נלאה אומר לך לשים מסיכה...
תשים או לא תשים?
אותו נאשם מספר לך שהמשטרה הפרקליטות ובתי המשפט תופרים לו תיקים אז כששוטר יבוא אליך ויגיד לך לשים מסיכה...
תשים או לא תשים?"
4567,0,"ציפייה, הבעת עניין",expectation,"שוחד פוליטי. אחרינו המבול! מי שיהיה שר אוצר אחרי הפנצ'ר מאכר יכול להתאבד כבר היום.  מאיפה ישלם את זה? ידפיס כסף? מצאו עץ שגדלים עליו מענקים.
ממשלה איבדה את הראש. ראש הממשלה איבד אותו עוד קודם.
תתעוררו!"
4572,6,"סלידה, אי אמון",disgust,העיקר סיגל דצסקי הכושלת ובר סימן טוב הגרוע נגד בדיקותויש מלחמות אגו בשמרד הבריאות הכושל מי יהיה הפרויקטור ומי יקבל סמכויות בזמן שאנשים מתים הדיקטטור והנתין הכושל שלו רבים 
4574,5,"עצב, צער",sadness," ביבי אתה גנוב  בקיצור . הנאשם נתניהו משסה את חבר מרעיו (הכולל שרים בממשלתו הנתונים למרותו) במערכת המשפט שדנה בשלושה תיקים פליליים העומדים נגדו. בהתנהגותו הבזוייה (והמנוגדת לחוק?), הנאשם נתניהו מנסה לערער את אמון הציבור במערכת המשפט של מדינת ישראל שדנה באישומים חמורים נגדו. "
4577,6,"סלידה, אי אמון",disgust, משבר שמנוהל על ידי אדם עם שגעון גדלות שלא מסוגל להאציל סמכות . הכל פוליטיקה קטנה של ביבי ומשפחתו הקיסרית. ממש לא מענין אותו אם בתהליך ימותו אלפים והמדינה תפשוט את הרגל.מתי תומכיו ההזויים יבינו שביבי הוא הבעיה ולא חלק מהפתרון?
4579,6,"סלידה, אי אמון",disgust,"הנאשם בשלושה כתבי אישום לא יקח את הסיכון שמישהו מלבדו יצליחמישהו תמים מספיק להאמין שהנאשם יאפשר למישהו אחר למלא את התפקיד הזה הנדרש כל כך ויסתכן בכך שמישהו אחר יצליח במקום שהוא נכשל? נו, באמת. הנחמה היחידה שההפגנות והמחאה נגד הנאשם בשלושה כתבי אישום רק הולכים ומתעצמים ולא דועכים. "
4581,7,"זעם, כעס",anger, הפושע הגדול שאחריו לזה הוא ב י ב י שעל זה ראוי שילך לגהינם . לא אמרנו את שר הבריאות בראש ובאשונה- החוק פוגע בפרטיוטנו אך לא בפרטיות השרים
4582,6,"סלידה, אי אמון",disgust,"הכול מתוכנן בחסות משבר הקורונההנאשם במרמה שוחד והפרת אמונים מחוקק לכם חוקים ותקנות לשעת חירום ומעניק לעצמו זכויות של מעקב ושליטה אחרי אזרחים, הזוי בצורה מזעזעת"
4583,6,"סלידה, אי אמון",disgust," אנשי הבריאות מפחדים מוועדת חקירה! שערוריה . ממשלה כושלת, לא מתפקדת, מבוזרת בעידוד הבוס. ראש ממשלה מפצל שמעדיף שיתווכחו כולם תחתיו והוא יהיה זה שיצטייר כ""מחליט"". לא שחקן צוות, לא מנהיג. פחדן."
4585,6,"סלידה, אי אמון",disgust,"שהמושחת מבלפור עם השיער הסגול יהיה בסגר עם האישה המטורללתשמים ז אחד גדול על הממשלה המנותקת הזאת!

בשבת כולם בים נראה את המשטרע אוכפת משהו.

חבורה של מושחתיםם נבוא איתכם חשבון"
4587,3,"חשש, פחד",fear,שוחד בחירות וגרעון בתקציבתעצרו את האיש הזה. מחלק את כל מה שאין..   שוחד בחירות..  בוכה שאין כסף ומחלק....
4590,6,"סלידה, אי אמון",disgust,"רו&quot;מ שמשקר משקר משקר ונתפס שוב ושוב דורש מהעם להאמין לורו""מ שמשקר משקר משקר ונתפס שוב ושוב דורש מהעם להאמין לו. העם לא מאמין לשקרן, המלחמה בקורונה מבוססת על אמון הציבור. הציבור איבד אמון בנתניהו ומפגין אי אמון נגדו ערב ערב במאות אלפים"
4592,6,"סלידה, אי אמון",disgust,"חסר כסף? למי חסר כסף? העיקר שיש ממשלה עם 52 שרים וסגני שרים, לגנץ יש שיירה של מכוניות שרד, לביבי ושרה יש מטוס ו...<br/>אתם לא מענינים."
4593,6,"סלידה, אי אמון",disgust,"המענקים שנתניהו וקץ רוצים לשלם לאזרחים בדעת עצמם=שוחד בחירותלמען השרדותו הפוליטית.ראש ממשלה שעומד במשפט פלילי על קבלת שוחד,שחיטות הפרת אמונים אסור לתת לו להכניס את ידו לקופה ציבורית במיוחד שסחת ממס הכנסה החזרי מס שהוא רשאי לקבל בזכות חוק שהוא חקק בעצמו בזמן שלהרבה אזרחים אין מה לאכול.

"
4595,4,"הפתעה, תדהמה",surprise,"בושהמדינת ביבי? 
למה שהממשלה הרקובה הזאת הורסת כל דבר טוב עכשיו גם בסלולר הם רוצים שהמחירים יעלו ואיפו גנץ שאמר שהוא לא יצטרף לממשלה מצא תירוץ ומצטרף בושה לא להאמין להם"
4599,6,"סלידה, אי אמון",disgust,"ממשלה כל כך מנופחת שאיבדו שליטה...כל שר מחליט החלטה וראש הממשלה צריך לרצות את השותפים שלו יותר מאשר את העם שהוא מנהיג..<br/>הצבעתם ביבי, הצבעתם גנץ - זה אותו חרא...המלך הוא עירום...."
4601,6,"סלידה, אי אמון",disgust,"מיקי זוהר בריון צעצוע, מנסה להיות הבריון השכונתיהשלטון לא מפנים את עומק הבעיה שהבריונים יוצרים
אנחנו כבר לא נצביע למפגה הזו שמתנהלת בלי שכל"
4603,6,"סלידה, אי אמון",disgust," משרד ראש הממשלה הדוח בדיוק רלוונטי לעניין הקורונה . הוא עסוק בהתחמקויות, עיקובים ודחיות של משפטו, כי אחרי הכל הוא הנאשם בשוחד מרמה והפרת אמונים.  

מערכת הבריאות נראית כמו פרצופו של הליצמן."
4605,5,"עצב, צער",sadness, תשמעו הממשלה באמת חבורת מנותקים. . חייב לבוא חשבון עם מנהיג שהכל מכל מתנהל בצורה חובבנית החל מליצמן ועד אחרון השרים
